Trial,Arena,Time bin,Distance moved Center-point Total m,Velocity Center-point Mean m/s
Trial     5,Arena 3,0:00:56-0:00:58,5.63205E-05,2.81602E-05
Trial     5,Arena 3,0:00:58-0:01:00,0.000121874,6.09368E-05
Trial     5,Arena 3,0:01:00-0:01:02,8.47199E-05,0.00004236
Trial     5,Arena 3,0:01:02-0:01:04,0.000646978,0.000323489
Trial     5,Arena 3,0:01:04-0:01:06,6.91408E-05,3.45704E-05
Trial     5,Arena 3,0:01:06-0:01:08,0.000157401,7.87003E-05
Trial     5,Arena 3,0:01:08-0:01:10,5.29719E-05,2.64859E-05
Trial     5,Arena 3,0:01:10-0:01:12,8.47454E-05,4.23727E-05
Trial     5,Arena 3,0:01:12-0:01:14,0.00100209,0.000501043
Trial     5,Arena 3,0:01:14-0:01:16,7.78449E-05,3.89224E-05
Trial     5,Arena 3,0:01:16-0:01:18,7.05097E-05,3.52549E-05
Trial     5,Arena 3,0:01:18-0:01:20,0.000457474,0.000228737
Trial     5,Arena 3,0:01:20-0:01:22,0.0040137,0.00200685
Trial     5,Arena 3,0:01:22-0:01:24,0.000141701,7.08505E-05
Trial     5,Arena 3,0:01:24-0:01:26,0.00196734,0.000983668
Trial     5,Arena 3,0:01:26-0:01:28,0.0083451,0.00417255
Trial     5,Arena 3,0:01:28-0:01:30,0.0112219,0.00561094
Trial     5,Arena 3,0:01:30-0:01:32,0.000145027,7.25136E-05
Trial     5,Arena 3,0:01:32-0:01:34,0.000283586,0.000141793
Trial     5,Arena 3,0:01:34-0:01:36,0.000211988,0.000105994
Trial     5,Arena 3,0:01:36-0:01:38,0.000179513,8.97565E-05
Trial     5,Arena 3,0:01:38-0:01:40,8.77874E-05,4.38937E-05
Trial     5,Arena 3,0:01:40-0:01:42,0.000230778,0.000115389
Trial     5,Arena 3,0:01:42-0:01:44,0.000131068,6.55341E-05
Trial     5,Arena 3,0:01:44-0:01:46,0.000180871,9.04357E-05
Trial     5,Arena 3,0:01:46-0:01:48,0.000156423,7.82114E-05
Trial     5,Arena 3,0:01:48-0:01:50,8.91417E-05,4.45709E-05
Trial     5,Arena 3,0:01:50-0:01:52,0.00015407,7.70352E-05
Trial     5,Arena 3,0:01:52-0:01:54,0.000155158,7.75789E-05
Trial     5,Arena 3,0:01:54-0:01:56,0.000166531,8.32653E-05
Trial     5,Arena 3,0:01:56-0:01:58,0.000173886,8.69429E-05
Trial     5,Arena 3,0:01:58-0:02:00,0.000230814,0.000115407
Trial     5,Arena 3,0:02:00-0:02:02,3.65199E-05,7.30398E-05
Trial     5,Arena 4,0:00:00-0:00:02,3.79353E-05,7.58707E-05
Trial     5,Arena 4,0:00:02-0:00:04,9.76523E-05,4.88261E-05
Trial     5,Arena 4,0:00:04-0:00:06,7.02965E-05,3.51483E-05
Trial     5,Arena 4,0:00:06-0:00:08,6.46284E-05,3.23142E-05
Trial     5,Arena 4,0:00:08-0:00:10,0.000161384,8.06919E-05
Trial     5,Arena 4,0:00:10-0:00:12,0.000153442,7.67208E-05
Trial     5,Arena 4,0:00:12-0:00:14,9.45359E-05,0.000047268
Trial     5,Arena 4,0:00:14-0:00:16,7.03228E-05,3.51614E-05
Trial     5,Arena 4,0:00:16-0:00:18,0.00011988,5.99402E-05
Trial     5,Arena 4,0:00:18-0:00:20,0.000108754,5.43772E-05
Trial     5,Arena 4,0:00:20-0:00:22,7.86386E-05,3.93193E-05
Trial     5,Arena 4,0:00:22-0:00:24,4.01731E-05,2.00865E-05
Trial     5,Arena 4,0:00:24-0:00:26,0.000111342,5.56708E-05
Trial     5,Arena 4,0:00:26-0:00:28,0.000187094,9.35469E-05
Trial     5,Arena 4,0:00:28-0:00:30,9.82019E-05,4.91009E-05
Trial     5,Arena 4,0:00:30-0:00:32,0.000142612,7.13061E-05
Trial     5,Arena 4,0:00:32-0:00:34,0.00380118,0.00190059
Trial     5,Arena 4,0:00:34-0:00:36,0.00246589,0.00123295
Trial     5,Arena 4,0:00:36-0:00:38,0.00249639,0.00124819
Trial     5,Arena 4,0:00:38-0:00:40,0.00250872,0.00125436
Trial     5,Arena 4,0:00:40-0:00:42,0.0015457,0.000772852
Trial     5,Arena 4,0:00:42-0:00:44,0.000938359,0.00046918
Trial     5,Arena 4,0:00:44-0:00:46,0.00164072,0.000820361
Trial     5,Arena 4,0:00:46-0:00:48,5.20946E-05,2.60473E-05
Trial     5,Arena 4,0:00:48-0:00:50,9.34393E-05,4.67196E-05
Trial     5,Arena 4,0:00:50-0:00:52,0.000222064,0.000111032
Trial     5,Arena 4,0:00:52-0:00:54,0.000634933,0.000317466
Trial     5,Arena 4,0:00:54-0:00:56,0.000156891,7.84454E-05
Trial     5,Arena 4,0:00:56-0:00:58,0.000109739,5.48697E-05
Trial     5,Arena 4,0:00:58-0:01:00,0.00282193,0.00141097
Trial     5,Arena 4,0:01:00-0:01:02,0.000886645,0.000443323
Trial     5,Arena 4,0:01:02-0:01:04,0.00527633,0.00263816
Trial     5,Arena 4,0:01:04-0:01:06,0.00282841,0.0014142
Trial     5,Arena 4,0:01:06-0:01:08,0.00794927,0.00397463
Trial     5,Arena 4,0:01:08-0:01:10,0.0100264,0.00501318
Trial     5,Arena 4,0:01:10-0:01:12,0.00198563,0.000992813
Trial     5,Arena 4,0:01:12-0:01:14,6.74895E-05,3.37448E-05
Trial     5,Arena 4,0:01:14-0:01:16,6.99354E-05,3.49677E-05
Trial     5,Arena 4,0:01:16-0:01:18,0.000188957,9.44787E-05
Trial     5,Arena 4,0:01:18-0:01:20,0.000107697,5.38486E-05
Trial     5,Arena 4,0:01:20-0:01:22,0.000149018,7.45089E-05
Trial     5,Arena 4,0:01:22-0:01:24,0.000148272,7.41362E-05
Trial     5,Arena 4,0:01:24-0:01:26,0.00036547,0.000182735
Trial     5,Arena 4,0:01:26-0:01:28,0.000130583,6.52915E-05
Trial     5,Arena 4,0:01:28-0:01:30,0.000111627,5.58133E-05
Trial     5,Arena 4,0:01:30-0:01:32,0.000596542,0.000298271
Trial     5,Arena 4,0:01:32-0:01:34,0.000133766,6.68828E-05
Trial     5,Arena 4,0:01:34-0:01:36,0.000183045,9.15223E-05
Trial     5,Arena 4,0:01:36-0:01:38,0.000147322,7.36608E-05
Trial     5,Arena 4,0:01:38-0:01:40,0.00116807,0.000584033
Trial     5,Arena 4,0:01:40-0:01:42,0.000781359,0.000390679
Trial     5,Arena 4,0:01:42-0:01:44,0.000152106,0.000076053
Trial     5,Arena 4,0:01:44-0:01:46,0.000173925,8.69625E-05
Trial     5,Arena 4,0:01:46-0:01:48,0.000142045,7.10223E-05
Trial     5,Arena 4,0:01:48-0:01:50,0.000198621,9.93103E-05
Trial     5,Arena 4,0:01:50-0:01:52,0.000178106,8.90529E-05
Trial     5,Arena 4,0:01:52-0:01:54,0.000300372,0.000150186
Trial     5,Arena 4,0:01:54-0:01:56,0.000163787,8.18935E-05
Trial     5,Arena 4,0:01:56-0:01:58,0.00385095,0.00192548
Trial     5,Arena 4,0:01:58-0:02:00,0.0052128,0.0026064
Trial     5,Arena 4,0:02:00-0:02:02,0.000188887,0.000377775
Trial     5,Arena 5,0:00:00-0:00:02,3.79284E-05,7.58567E-05
Trial     5,Arena 5,0:00:02-0:00:04,8.18647E-05,4.09323E-05
Trial     5,Arena 5,0:00:04-0:00:06,0.00248882,0.00124441
Trial     5,Arena 5,0:00:06-0:00:08,0.000244584,0.000122292
Trial     5,Arena 5,0:00:08-0:00:10,7.51971E-05,3.75986E-05
Trial     5,Arena 5,0:00:10-0:00:12,0.000337593,0.000168796
Trial     5,Arena 5,0:00:12-0:00:14,0.000461816,0.000230908
Trial     5,Arena 5,0:00:14-0:00:16,0.000675163,0.000337581
Trial     5,Arena 5,0:00:16-0:00:18,0.00061146,0.00030573
Trial     5,Arena 5,0:00:18-0:00:20,0.000238397,0.000119199
Trial     5,Arena 5,0:00:20-0:00:22,0.000719329,0.000359664
Trial     5,Arena 5,0:00:22-0:00:24,0.000561921,0.000280961
Trial     5,Arena 5,0:00:24-0:00:26,5.58893E-05,2.79447E-05
Trial     5,Arena 5,0:00:26-0:00:28,0.00005266,0.00002633
Trial     5,Arena 5,0:00:28-0:00:30,0.00111595,0.000557977
Trial     5,Arena 5,0:00:30-0:00:32,0.00153414,0.00076707
Trial     5,Arena 5,0:00:32-0:00:34,7.83485E-05,3.91743E-05
Trial     5,Arena 5,0:00:34-0:00:36,0.00395163,0.00197581
Trial     5,Arena 5,0:00:36-0:00:38,0.00389325,0.00194662
Trial     5,Arena 5,0:00:38-0:00:40,0.00175012,0.000875059
Trial     5,Arena 5,0:00:40-0:00:42,0.00142756,0.000713782
Trial     5,Arena 5,0:00:42-0:00:44,0.00328298,0.00164149
Trial     5,Arena 5,0:00:44-0:00:46,0.00417319,0.0020866
Trial     5,Arena 5,0:00:46-0:00:48,0.00410496,0.00205248
Trial     5,Arena 5,0:00:48-0:00:50,0.0100148,0.00500742
Trial     5,Arena 5,0:00:50-0:00:52,0.022016,0.011008
Trial     5,Arena 5,0:00:52-0:00:54,0.016382,0.00819098
Trial     5,Arena 5,0:00:54-0:00:56,0.00167156,0.000835782
Trial     5,Arena 5,0:00:56-0:00:58,0.00227331,0.00113665
Trial     5,Arena 5,0:00:58-0:01:00,0.00406186,0.00203093
Trial     5,Arena 5,0:01:00-0:01:02,0.000663325,0.000331663
Trial     5,Arena 5,0:01:02-0:01:04,0.00258708,0.00129354
Trial     5,Arena 5,0:01:04-0:01:06,0.000826215,0.000413107
Trial     5,Arena 5,0:01:06-0:01:08,0.000604892,0.000302446
Trial     5,Arena 5,0:01:08-0:01:10,0.000487002,0.000243501
Trial     5,Arena 5,0:01:10-0:01:12,0.00195175,0.000975875
Trial     5,Arena 5,0:01:12-0:01:14,0.000582802,0.000291401
Trial     5,Arena 5,0:01:14-0:01:16,0.00175738,0.000878692
Trial     5,Arena 5,0:01:16-0:01:18,0.000779923,0.000389961
Trial     5,Arena 5,0:01:18-0:01:20,0.00225698,0.00112849
Trial     5,Arena 5,0:01:20-0:01:22,0.00107184,0.000535921
Trial     5,Arena 5,0:01:22-0:01:24,0.000725625,0.000362812
Trial     5,Arena 5,0:01:24-0:01:26,0.000950639,0.00047532
Trial     5,Arena 5,0:01:26-0:01:28,0.000114323,5.71615E-05
Trial     5,Arena 5,0:01:28-0:01:30,0.000223793,0.000111896
Trial     5,Arena 5,0:01:30-0:01:32,0.00175104,0.000875519
Trial     5,Arena 5,0:01:32-0:01:34,0.000324569,0.000162284
Trial     5,Arena 5,0:01:34-0:01:36,0.00192659,0.000963295
Trial     5,Arena 5,0:01:36-0:01:38,0.0108379,0.00541895
Trial     5,Arena 5,0:01:38-0:01:40,0.0113885,0.00569425
Trial     5,Arena 5,0:01:40-0:01:42,0.00394043,0.00197022
Trial     5,Arena 5,0:01:42-0:01:44,0.000566784,0.000283392
Trial     5,Arena 5,0:01:44-0:01:46,0.000550299,0.00027515
Trial     5,Arena 5,0:01:46-0:01:48,0.00191588,0.00095794
Trial     5,Arena 5,0:01:48-0:01:50,0.00135893,0.000679464
Trial     5,Arena 5,0:01:50-0:01:52,0.000512122,0.000256061
Trial     5,Arena 5,0:01:52-0:01:54,0.00103089,0.000515444
Trial     5,Arena 5,0:01:54-0:01:56,0.0236795,0.0118397
Trial     5,Arena 5,0:01:56-0:01:58,0.00309177,0.00154588
Trial     5,Arena 5,0:01:58-0:02:00,0.0063989,0.00319945
Trial     5,Arena 5,0:02:00-0:02:02,0.00682416,0.0136483
Trial     5,Arena 6,0:00:00-0:00:02,5.14579E-05,0.000102916
Trial     5,Arena 6,0:00:02-0:00:04,0.00186556,0.000932779
Trial     5,Arena 6,0:00:04-0:00:06,0.000120969,6.04847E-05
Trial     5,Arena 6,0:00:06-0:00:08,0.00116276,0.000581379
Trial     5,Arena 6,0:00:08-0:00:10,0.00013524,6.76201E-05
Trial     5,Arena 6,0:00:10-0:00:12,0.000080704,0.000040352
Trial     5,Arena 6,0:00:12-0:00:14,5.72017E-05,2.86008E-05
Trial     5,Arena 6,0:00:14-0:00:16,0.00155285,0.000776425
Trial     5,Arena 6,0:00:16-0:00:18,0.000286202,0.000143101
Trial     5,Arena 6,0:00:18-0:00:20,0.00152214,0.000761071
Trial     5,Arena 6,0:00:20-0:00:22,0.000116888,5.84438E-05
Trial     5,Arena 6,0:00:22-0:00:24,0.00114865,0.000574323
Trial     5,Arena 6,0:00:24-0:00:26,0.000107234,5.36169E-05
Trial     5,Arena 6,0:00:26-0:00:28,0.000124477,6.22386E-05
Trial     5,Arena 6,0:00:28-0:00:30,0.00121243,0.000606216
Trial     5,Arena 6,0:00:30-0:00:32,0.0011242,0.000562098
Trial     5,Arena 6,0:00:32-0:00:34,0.000974766,0.000487383
Trial     5,Arena 6,0:00:34-0:00:36,0.00129729,0.000648647
Trial     5,Arena 6,0:00:36-0:00:38,0.00148764,0.000743821
Trial     5,Arena 6,0:00:38-0:00:40,0.0012652,0.000632601
Trial     5,Arena 6,0:00:40-0:00:42,0.000714554,0.000357277
Trial     5,Arena 6,0:00:42-0:00:44,0.00119259,0.000596296
Trial     5,Arena 6,0:00:44-0:00:46,0.00109159,0.000545796
Trial     5,Arena 6,0:00:46-0:00:48,0.00281927,0.00140963
Trial     5,Arena 6,0:00:48-0:00:50,0.00016614,8.30701E-05
Trial     5,Arena 6,0:00:50-0:00:52,0.000151629,7.58145E-05
Trial     5,Arena 6,0:00:52-0:00:54,9.11676E-05,4.55838E-05
Trial     5,Arena 6,0:00:54-0:00:56,0.00082934,0.00041467
Trial     5,Arena 6,0:00:56-0:00:58,0.000130517,6.52584E-05
Trial     5,Arena 6,0:00:58-0:01:00,9.91261E-05,0.000049563
Trial     5,Arena 6,0:01:00-0:01:02,0.000102048,5.10241E-05
Trial     5,Arena 6,0:01:02-0:01:04,0.000262193,0.000131096
Trial     5,Arena 6,0:01:04-0:01:06,0.000125904,6.29519E-05
Trial     5,Arena 6,0:01:06-0:01:08,0.00125359,0.000626794
Trial     5,Arena 6,0:01:08-0:01:10,0.000110622,5.53111E-05
Trial     5,Arena 6,0:01:10-0:01:12,0.000069682,0.000034841
Trial     5,Arena 6,0:01:12-0:01:14,8.94407E-05,4.47204E-05
Trial     5,Arena 6,0:01:14-0:01:16,9.71991E-05,4.85996E-05
Trial     5,Arena 6,0:01:16-0:01:18,7.85404E-05,3.92702E-05
Trial     5,Arena 6,0:01:18-0:01:20,0.000508135,0.000254067
Trial     5,Arena 6,0:01:20-0:01:22,0.000211415,0.000105708
Trial     5,Arena 6,0:01:22-0:01:24,0.000206298,0.000103149
Trial     5,Arena 6,0:01:24-0:01:26,0.000165265,8.26323E-05
Trial     5,Arena 6,0:01:26-0:01:28,0.000100281,5.01404E-05
Trial     5,Arena 6,0:01:28-0:01:30,0.000147066,7.35332E-05
Trial     5,Arena 6,0:01:30-0:01:32,0.000309874,0.000154937
Trial     5,Arena 6,0:01:32-0:01:34,0.0019134,0.000956701
Trial     5,Arena 6,0:01:34-0:01:36,0.00236019,0.0011801
Trial     5,Arena 6,0:01:36-0:01:38,0.00238132,0.00119066
Trial     5,Arena 6,0:01:38-0:01:40,0.00277562,0.00138781
Trial     5,Arena 6,0:01:40-0:01:42,0.000124298,6.21489E-05
Trial     5,Arena 6,0:01:42-0:01:44,0.000498316,0.000249158
Trial     5,Arena 6,0:01:44-0:01:46,0.00205753,0.00102877
Trial     5,Arena 6,0:01:46-0:01:48,0.0010559,0.000527951
Trial     5,Arena 6,0:01:48-0:01:50,0.000981717,0.000490858
Trial     5,Arena 6,0:01:50-0:01:52,0.000171973,8.59867E-05
Trial     5,Arena 6,0:01:52-0:01:54,0.000117762,5.88808E-05
Trial     5,Arena 6,0:01:54-0:01:56,0.000148102,7.40508E-05
Trial     5,Arena 6,0:01:56-0:01:58,0.00109696,0.000548482
Trial     5,Arena 6,0:01:58-0:02:00,0.00278966,0.00139483
Trial     5,Arena 6,0:02:00-0:02:02,0.000130671,0.000261342
Trial     5,Arena 7,0:00:00-0:00:02,9.33675E-05,0.000186735
Trial     5,Arena 7,0:00:02-0:00:04,0.000127739,6.38695E-05
Trial     5,Arena 7,0:00:04-0:00:06,0.00227401,0.00113701
Trial     5,Arena 7,0:00:06-0:00:08,3.35201E-05,0.00001676
Trial     5,Arena 7,0:00:08-0:00:10,9.47108E-05,4.73554E-05
Trial     5,Arena 7,0:00:10-0:00:12,0.000131762,0.000065881
Trial     5,Arena 7,0:00:12-0:00:14,0.000159309,7.96543E-05
Trial     5,Arena 7,0:00:14-0:00:16,0.000113026,5.65131E-05
Trial     5,Arena 7,0:00:16-0:00:18,0.00073115,0.000365575
Trial     5,Arena 7,0:00:18-0:00:20,6.39426E-05,3.19713E-05
Trial     5,Arena 7,0:00:20-0:00:22,0.000824342,0.000412171
Trial     5,Arena 7,0:00:22-0:00:24,0.000116898,5.84489E-05
Trial     5,Arena 7,0:00:24-0:00:26,9.31685E-05,4.65843E-05
Trial     5,Arena 7,0:00:26-0:00:28,0.000763333,0.000381666
Trial     5,Arena 7,0:00:28-0:00:30,0.000184999,9.24993E-05
Trial     5,Arena 7,0:00:30-0:00:32,0.000110667,5.53333E-05
Trial     5,Arena 7,0:00:32-0:00:34,0.000712456,0.000356228
Trial     5,Arena 7,0:00:34-0:00:36,0.000196892,0.000098446
Trial     5,Arena 7,0:00:36-0:00:38,0.000501717,0.000250858
Trial     5,Arena 7,0:00:38-0:00:40,0.000234679,0.000117339
Trial     5,Arena 7,0:00:40-0:00:42,0.000524769,0.000262385
Trial     5,Arena 7,0:00:42-0:00:44,0.000562645,0.000281323
Trial     5,Arena 7,0:00:44-0:00:46,0.000491093,0.000245546
Trial     5,Arena 7,0:00:46-0:00:48,0.000469305,0.000234653
Trial     5,Arena 7,0:00:48-0:00:50,0.000551689,0.000275845
Trial     5,Arena 7,0:00:50-0:00:52,0.000134392,6.71961E-05
Trial     5,Arena 7,0:00:52-0:00:54,0.00298201,0.00149101
Trial     5,Arena 7,0:00:54-0:00:56,0.000545996,0.000272998
Trial     5,Arena 7,0:00:56-0:00:58,0.00222525,0.00111263
Trial     5,Arena 7,0:00:58-0:01:00,0.000223455,0.000111727
Trial     5,Arena 7,0:01:00-0:01:02,7.53116E-05,3.76558E-05
Trial     5,Arena 7,0:01:02-0:01:04,0.000280241,0.00014012
Trial     5,Arena 7,0:01:04-0:01:06,0.000425341,0.00021267
Trial     5,Arena 7,0:01:06-0:01:08,0.000668251,0.000334126
Trial     5,Arena 7,0:01:08-0:01:10,0.000268348,0.000134174
Trial     5,Arena 7,0:01:10-0:01:12,0.000160317,8.01586E-05
Trial     5,Arena 7,0:01:12-0:01:14,0.000517897,0.000258948
Trial     5,Arena 7,0:01:14-0:01:16,0.000424,0.000212
Trial     5,Arena 7,0:01:16-0:01:18,8.68008E-05,4.34004E-05
Trial     5,Arena 7,0:01:18-0:01:20,0.000467525,0.000233763
Trial     5,Arena 7,0:01:20-0:01:22,0.000106297,5.31483E-05
Trial     5,Arena 7,0:01:22-0:01:24,6.40348E-05,3.20174E-05
Trial     5,Arena 7,0:01:24-0:01:26,0.000324632,0.000162316
Trial     5,Arena 7,0:01:26-0:01:28,0.000258909,0.000129454
Trial     5,Arena 7,0:01:28-0:01:30,0.000218248,0.000109124
Trial     5,Arena 7,0:01:30-0:01:32,0.000236276,0.000118138
Trial     5,Arena 7,0:01:32-0:01:34,0.000245707,0.000122854
Trial     5,Arena 7,0:01:34-0:01:36,0.000413435,0.000206718
Trial     5,Arena 7,0:01:36-0:01:38,0.000150799,7.53995E-05
Trial     5,Arena 7,0:01:38-0:01:40,0.000247626,0.000123813
Trial     5,Arena 7,0:01:40-0:01:42,0.000135443,6.77217E-05
Trial     5,Arena 7,0:01:42-0:01:44,0.0021758,0.0010879
Trial     5,Arena 7,0:01:44-0:01:46,0.000105344,5.26721E-05
Trial     5,Arena 7,0:01:46-0:01:48,0.000064089,3.20445E-05
Trial     5,Arena 7,0:01:48-0:01:50,0.000239734,0.000119867
Trial     5,Arena 7,0:01:50-0:01:52,8.89754E-05,4.44877E-05
Trial     5,Arena 7,0:01:52-0:01:54,0.000102551,5.12757E-05
Trial     5,Arena 7,0:01:54-0:01:56,0.000115074,5.75371E-05
Trial     5,Arena 7,0:01:56-0:01:58,0.00010084,5.04198E-05
Trial     5,Arena 7,0:01:58-0:02:00,0.00050926,0.00025463
Trial     5,Arena 7,0:02:00-0:02:02,3.94728E-05,7.89456E-05
Trial     5,Arena 8,0:00:00-0:00:02,2.81672E-05,5.63343E-05
Trial     5,Arena 8,0:00:02-0:00:04,0.00135025,0.000675124
Trial     5,Arena 8,0:00:04-0:00:06,0.000142078,7.10392E-05
Trial     5,Arena 8,0:00:06-0:00:08,0.000180206,0.000090103
Trial     5,Arena 8,0:00:08-0:00:10,0.000138728,6.93641E-05
Trial     5,Arena 8,0:00:10-0:00:12,0.000861143,0.000430572
Trial     5,Arena 8,0:00:12-0:00:14,8.08665E-05,4.04332E-05
Trial     5,Arena 8,0:00:14-0:00:16,0.000714439,0.000357219
Trial     5,Arena 8,0:00:16-0:00:18,9.00324E-05,4.50162E-05
Trial     5,Arena 8,0:00:18-0:00:20,0.000126357,6.31787E-05
Trial     5,Arena 8,0:00:20-0:00:22,0.000126137,6.30683E-05
Trial     5,Arena 8,0:00:22-0:00:24,0.000123331,6.16657E-05
Trial     5,Arena 8,0:00:24-0:00:26,0.00110287,0.000551436
Trial     5,Arena 8,0:00:26-0:00:28,0.000199487,9.97434E-05
Trial     5,Arena 8,0:00:28-0:00:30,0.000115355,5.76774E-05
Trial     5,Arena 8,0:00:30-0:00:32,0.000141847,7.09236E-05
Trial     5,Arena 8,0:00:32-0:00:34,0.000561695,0.000280847
Trial     5,Arena 8,0:00:34-0:00:36,0.00154199,0.000770994
Trial     5,Arena 8,0:00:36-0:00:38,0.000155282,7.76412E-05
Trial     5,Arena 8,0:00:38-0:00:40,0.000163852,8.19261E-05
Trial     5,Arena 8,0:00:40-0:00:42,9.86597E-05,4.93299E-05
Trial     5,Arena 8,0:00:42-0:00:44,0.000100543,5.02713E-05
Trial     5,Arena 8,0:00:44-0:00:46,7.50641E-05,0.000037532
Trial     5,Arena 8,0:00:46-0:00:48,0.000192561,9.62806E-05
Trial     5,Arena 8,0:00:48-0:00:50,6.46716E-05,3.23358E-05
Trial     5,Arena 8,0:00:50-0:00:52,0.000138332,6.91662E-05
Trial     5,Arena 8,0:00:52-0:00:54,0.00012979,0.000064895
Trial     5,Arena 8,0:00:54-0:00:56,0.000218434,0.000109217
Trial     5,Arena 8,0:00:56-0:00:58,0.000155862,7.79311E-05
Trial     5,Arena 8,0:00:58-0:01:00,0.000151542,7.57709E-05
Trial     5,Arena 8,0:01:00-0:01:02,0.000184335,9.21677E-05
Trial     5,Arena 8,0:01:02-0:01:04,0.00016412,8.20599E-05
Trial     5,Arena 8,0:01:04-0:01:06,0.00109291,0.000546457
Trial     5,Arena 8,0:01:06-0:01:08,0.000134536,6.72682E-05
Trial     5,Arena 8,0:01:08-0:01:10,0.000153107,7.65533E-05
Trial     5,Arena 8,0:01:10-0:01:12,0.000134479,6.72394E-05
Trial     5,Arena 8,0:01:12-0:01:14,0.000109362,5.46812E-05
Trial     5,Arena 8,0:01:14-0:01:16,0.00018295,9.14748E-05
Trial     5,Arena 8,0:01:16-0:01:18,0.000159015,7.95076E-05
Trial     5,Arena 8,0:01:18-0:01:20,0.000145221,7.26103E-05
Trial     5,Arena 8,0:01:20-0:01:22,0.000177749,8.88746E-05
Trial     5,Arena 8,0:01:22-0:01:24,9.77956E-05,4.88978E-05
Trial     5,Arena 8,0:01:24-0:01:26,0.00101389,0.000506943
Trial     5,Arena 8,0:01:26-0:01:28,8.03158E-05,4.01579E-05
Trial     5,Arena 8,0:01:28-0:01:30,0.000164052,0.000082026
Trial     5,Arena 8,0:01:30-0:01:32,0.000173124,8.65619E-05
Trial     5,Arena 8,0:01:32-0:01:34,0.00040171,0.000200855
Trial     5,Arena 8,0:01:34-0:01:36,0.00095055,0.000475275
Trial     5,Arena 8,0:01:36-0:01:38,0.000572723,0.000286362
Trial     5,Arena 8,0:01:38-0:01:40,0.000523691,0.000261846
Trial     5,Arena 8,0:01:40-0:01:42,0.000122772,6.13859E-05
Trial     5,Arena 8,0:01:42-0:01:44,0.000855311,0.000427656
Trial     5,Arena 8,0:01:44-0:01:46,0.000233511,0.000116755
Trial     5,Arena 8,0:01:46-0:01:48,0.00047769,0.000238845
Trial     5,Arena 8,0:01:48-0:01:50,0.000127272,0.000063636
Trial     5,Arena 8,0:01:50-0:01:52,0.000164257,8.21287E-05
Trial     5,Arena 8,0:01:52-0:01:54,0.000171954,0.000085977
Trial     5,Arena 8,0:01:54-0:01:56,8.60127E-05,4.30064E-05
Trial     5,Arena 8,0:01:56-0:01:58,0.000812697,0.000406348
Trial     5,Arena 8,0:01:58-0:02:00,0.000111501,5.57506E-05
Trial     5,Arena 8,0:02:00-0:02:02,3.23786E-05,6.47573E-05
Trial     5,Arena 9,0:00:00-0:00:02,0.000049661,0.000099322
Trial     5,Arena 9,0:00:02-0:00:04,0.00139808,0.000699038
Trial     5,Arena 9,0:00:04-0:00:06,0.00198959,0.000994796
Trial     5,Arena 9,0:00:06-0:00:08,0.000129743,6.48717E-05
Trial     5,Arena 9,0:00:08-0:00:10,0.0010179,0.000508948
Trial     5,Arena 9,0:00:10-0:00:12,0.000164547,8.22734E-05
Trial     5,Arena 9,0:00:12-0:00:14,0.00111828,0.000559139
Trial     5,Arena 9,0:00:14-0:00:16,0.00760541,0.0038027
Trial     5,Arena 9,0:00:16-0:00:18,0.00516323,0.00258161
Trial     5,Arena 9,0:00:18-0:00:20,0.00550011,0.00275006
Trial     5,Arena 9,0:00:20-0:00:22,0.00194754,0.00097377
Trial     5,Arena 9,0:00:22-0:00:24,0.00369782,0.00184891
Trial     5,Arena 9,0:00:24-0:00:26,0.00178488,0.000892441
Trial     5,Arena 9,0:00:26-0:00:28,0.0020998,0.0010499
Trial     5,Arena 9,0:00:28-0:00:30,0.000196938,9.84688E-05
Trial     5,Arena 9,0:00:30-0:00:32,0.00139229,0.000696145
Trial     5,Arena 9,0:00:32-0:00:34,0.0032449,0.00162245
Trial     5,Arena 9,0:00:34-0:00:36,0.00228123,0.00114061
Trial     5,Arena 9,0:00:36-0:00:38,0.00267159,0.0013358
Trial     5,Arena 9,0:00:38-0:00:40,0.00214659,0.0010733
Trial     5,Arena 9,0:00:40-0:00:42,0.00215048,0.00107524
Trial     5,Arena 9,0:00:42-0:00:44,0.00106607,0.000533034
Trial     5,Arena 9,0:00:44-0:00:46,0.00159126,0.000795631
Trial     5,Arena 9,0:00:46-0:00:48,0.00119284,0.000596422
Trial     5,Arena 9,0:00:48-0:00:50,0.000710442,0.000355221
Trial     5,Arena 9,0:00:50-0:00:52,0.000558079,0.00027904
Trial     5,Arena 9,0:00:52-0:00:54,0.000524094,0.000262047
Trial     5,Arena 9,0:00:54-0:00:56,0.000661123,0.000330561
Trial     5,Arena 9,0:00:56-0:00:58,0.000138593,6.92964E-05
Trial     5,Arena 9,0:00:58-0:01:00,0.000118715,5.93575E-05
Trial     5,Arena 9,0:01:00-0:01:02,0.000113268,5.66338E-05
Trial     5,Arena 9,0:01:02-0:01:04,0.000100534,5.02671E-05
Trial     5,Arena 9,0:01:04-0:01:06,0.000461867,0.000230934
Trial     5,Arena 9,0:01:06-0:01:08,7.63158E-05,3.81579E-05
Trial     5,Arena 9,0:01:08-0:01:10,9.37046E-05,4.68523E-05
Trial     5,Arena 9,0:01:10-0:01:12,0.000907461,0.00045373
Trial     5,Arena 9,0:01:12-0:01:14,9.71406E-05,4.85703E-05
