Trial,Arena,Time bin,Distance moved Center-point Total m,Velocity Center-point Mean m/s
Trial     2,Arena 4,0:00:12-0:00:14,0.000217777,0.000108889
Trial     2,Arena 4,0:00:14-0:00:16,0.000417402,0.000208701
Trial     2,Arena 4,0:00:16-0:00:18,0.00020356,0.00010178
Trial     2,Arena 4,0:00:18-0:00:20,0.000287254,0.000143627
Trial     2,Arena 4,0:00:20-0:00:22,0.000157315,7.86576E-05
Trial     2,Arena 4,0:00:22-0:00:24,0.000258478,0.000129239
Trial     2,Arena 4,0:00:24-0:00:26,0.000393709,0.000196855
Trial     2,Arena 4,0:00:26-0:00:28,0.000118833,5.94166E-05
Trial     2,Arena 4,0:00:28-0:00:30,0.000126248,6.31239E-05
Trial     2,Arena 4,0:00:30-0:00:32,0.000534907,0.000267454
Trial     2,Arena 4,0:00:32-0:00:34,0.000101454,0.000050727
Trial     2,Arena 4,0:00:34-0:00:36,0.000130838,6.54189E-05
Trial     2,Arena 4,0:00:36-0:00:38,0.00157003,0.000785013
Trial     2,Arena 4,0:00:38-0:00:40,0.00203983,0.00101991
Trial     2,Arena 4,0:00:40-0:00:42,0.00236622,0.00118311
Trial     2,Arena 4,0:00:42-0:00:44,0.00163308,0.000816541
Trial     2,Arena 4,0:00:44-0:00:46,0.000110721,5.53605E-05
Trial     2,Arena 4,0:00:46-0:00:48,0.000122682,6.13409E-05
Trial     2,Arena 4,0:00:48-0:00:50,0.000113916,0.000056958
Trial     2,Arena 4,0:00:50-0:00:52,0.000160298,8.01488E-05
Trial     2,Arena 4,0:00:52-0:00:54,0.0013669,0.00068345
Trial     2,Arena 4,0:00:54-0:00:56,0.000888045,0.000444023
Trial     2,Arena 4,0:00:56-0:00:58,0.00264925,0.00132463
Trial     2,Arena 4,0:00:58-0:01:00,0.00227516,0.00113758
Trial     2,Arena 4,0:01:00-0:01:02,0.000898994,0.000449497
Trial     2,Arena 4,0:01:02-0:01:04,0.000234086,0.000117043
Trial     2,Arena 4,0:01:04-0:01:06,0.000263228,0.000131614
Trial     2,Arena 4,0:01:06-0:01:08,0.000193935,9.69675E-05
Trial     2,Arena 4,0:01:08-0:01:10,0.000323671,0.000161836
Trial     2,Arena 4,0:01:10-0:01:12,0.000237601,0.0001188
Trial     2,Arena 4,0:01:12-0:01:14,0.00035369,0.000176845
Trial     2,Arena 4,0:01:14-0:01:16,0.000956374,0.000478187
Trial     2,Arena 4,0:01:16-0:01:18,0.00188928,0.000944641
Trial     2,Arena 4,0:01:18-0:01:20,0.000983248,0.000491624
Trial     2,Arena 4,0:01:20-0:01:22,0.00168182,0.000840909
Trial     2,Arena 4,0:01:22-0:01:24,0.00011986,5.99301E-05
Trial     2,Arena 4,0:01:24-0:01:26,0.000128146,6.40731E-05
Trial     2,Arena 4,0:01:26-0:01:28,0.000144775,7.23876E-05
Trial     2,Arena 4,0:01:28-0:01:30,0.000186431,9.32156E-05
Trial     2,Arena 4,0:01:30-0:01:32,0.000145436,7.27179E-05
Trial     2,Arena 4,0:01:32-0:01:34,0.000101977,5.09887E-05
Trial     2,Arena 4,0:01:34-0:01:36,0.000166861,8.34304E-05
Trial     2,Arena 4,0:01:36-0:01:38,0.000105882,5.29408E-05
Trial     2,Arena 4,0:01:38-0:01:40,0.000207423,0.000103711
Trial     2,Arena 4,0:01:40-0:01:42,0.000193279,9.66395E-05
Trial     2,Arena 4,0:01:42-0:01:44,0.000138833,6.94165E-05
Trial     2,Arena 4,0:01:44-0:01:46,7.85304E-05,3.92652E-05
Trial     2,Arena 4,0:01:46-0:01:48,5.45672E-05,2.72836E-05
Trial     2,Arena 4,0:01:48-0:01:50,0.000151266,7.56331E-05
Trial     2,Arena 4,0:01:50-0:01:52,0.000117329,5.86644E-05
Trial     2,Arena 4,0:01:52-0:01:54,0.000306121,0.000153061
Trial     2,Arena 4,0:01:54-0:01:56,0.000131794,6.58972E-05
Trial     2,Arena 4,0:01:56-0:01:58,0.000103219,5.16094E-05
Trial     2,Arena 4,0:01:58-0:02:00,9.87589E-05,4.93795E-05
Trial     2,Arena 4,0:02:00-0:02:02,0.000015346,0.000030692
Trial     2,Arena 5,0:00:00-0:00:02,1.48214E-05,2.96428E-05
Trial     2,Arena 5,0:00:02-0:00:04,0.00161864,0.00080932
Trial     2,Arena 5,0:00:04-0:00:06,0.00305587,0.00152794
Trial     2,Arena 5,0:00:06-0:00:08,0.000822578,0.000411289
Trial     2,Arena 5,0:00:08-0:00:10,0.000727382,0.000363691
Trial     2,Arena 5,0:00:10-0:00:12,0.00124785,0.000623923
Trial     2,Arena 5,0:00:12-0:00:14,0.00232415,0.00116208
Trial     2,Arena 5,0:00:14-0:00:16,0.000865994,0.000432997
Trial     2,Arena 5,0:00:16-0:00:18,0.00194163,0.000970813
Trial     2,Arena 5,0:00:18-0:00:20,0.000924534,0.000462267
Trial     2,Arena 5,0:00:20-0:00:22,0.00147753,0.000738764
Trial     2,Arena 5,0:00:22-0:00:24,0.00374206,0.00187103
Trial     2,Arena 5,0:00:24-0:00:26,0.00402325,0.00201162
Trial     2,Arena 5,0:00:26-0:00:28,0.0025042,0.0012521
Trial     2,Arena 5,0:00:28-0:00:30,0.000807676,0.000403838
Trial     2,Arena 5,0:00:30-0:00:32,0.00224004,0.00112002
Trial     2,Arena 5,0:00:32-0:00:34,0.00241831,0.00120916
Trial     2,Arena 5,0:00:34-0:00:36,0.000999839,0.00049992
Trial     2,Arena 5,0:00:36-0:00:38,0.00125085,0.000625426
Trial     2,Arena 5,0:00:38-0:00:40,0.00186851,0.000934255
Trial     2,Arena 5,0:00:40-0:00:42,0.0015874,0.0007937
Trial     2,Arena 5,0:00:42-0:00:44,0.00113068,0.000565342
Trial     2,Arena 5,0:00:44-0:00:46,0.00154123,0.000770617
Trial     2,Arena 5,0:00:46-0:00:48,0.002556,0.001278
Trial     2,Arena 5,0:00:48-0:00:50,0.00182611,0.000913053
Trial     2,Arena 5,0:00:50-0:00:52,0.00235792,0.00117896
Trial     2,Arena 5,0:00:52-0:00:54,0.00112371,0.000561857
Trial     2,Arena 5,0:00:54-0:00:56,0.0019091,0.00095455
Trial     2,Arena 5,0:00:56-0:00:58,0.00109209,0.000546046
Trial     2,Arena 5,0:00:58-0:01:00,0.00127237,0.000636184
Trial     2,Arena 5,0:01:00-0:01:02,0.000410401,0.000205201
Trial     2,Arena 5,0:01:02-0:01:04,0.00133488,0.000667441
Trial     2,Arena 5,0:01:04-0:01:06,0.000275479,0.00013774
Trial     2,Arena 5,0:01:06-0:01:08,0.00107801,0.000539003
Trial     2,Arena 5,0:01:08-0:01:10,0.000512723,0.000256361
Trial     2,Arena 5,0:01:10-0:01:12,0.00153975,0.000769873
Trial     2,Arena 5,0:01:12-0:01:14,0.000972355,0.000486177
Trial     2,Arena 5,0:01:14-0:01:16,0.00119379,0.000596897
Trial     2,Arena 5,0:01:16-0:01:18,7.18529E-05,3.59265E-05
Trial     2,Arena 5,0:01:18-0:01:20,0.00179212,0.000896058
Trial     2,Arena 5,0:01:20-0:01:22,0.00148638,0.000743188
Trial     2,Arena 5,0:01:22-0:01:24,0.00225622,0.00112811
Trial     2,Arena 5,0:01:24-0:01:26,0.00124568,0.000622842
Trial     2,Arena 5,0:01:26-0:01:28,0.000882715,0.000441357
Trial     2,Arena 5,0:01:28-0:01:30,0.000510925,0.000255462
Trial     2,Arena 5,0:01:30-0:01:32,0.00010137,5.06851E-05
Trial     2,Arena 5,0:01:32-0:01:34,0.00012971,6.48549E-05
Trial     2,Arena 5,0:01:34-0:01:36,0.00162408,0.000812042
Trial     2,Arena 5,0:01:36-0:01:38,0.000111881,5.59404E-05
Trial     2,Arena 5,0:01:38-0:01:40,0.0044358,0.0022179
Trial     2,Arena 5,0:01:40-0:01:42,0.00336612,0.00168306
Trial     2,Arena 5,0:01:42-0:01:44,0.00237614,0.00118807
Trial     2,Arena 5,0:01:44-0:01:46,0.00183504,0.000917522
Trial     2,Arena 5,0:01:46-0:01:48,0.000708754,0.000354377
Trial     2,Arena 5,0:01:48-0:01:50,0.000804827,0.000402413
Trial     2,Arena 5,0:01:50-0:01:52,0.0030854,0.0015427
Trial     2,Arena 5,0:01:52-0:01:54,0.00101356,0.00050678
Trial     2,Arena 5,0:01:54-0:01:56,0.00125617,0.000628084
Trial     2,Arena 5,0:01:56-0:01:58,0.00193576,0.000967879
Trial     2,Arena 5,0:01:58-0:02:00,0.000924395,0.000462197
Trial     2,Arena 5,0:02:00-0:02:02,0.000279818,0.000559636
Trial     2,Arena 6,0:00:00-0:00:02,2.80131E-05,5.60262E-05
Trial     2,Arena 6,0:00:02-0:00:04,0.000295629,0.000147815
Trial     2,Arena 6,0:00:04-0:00:06,0.00022218,0.00011109
Trial     2,Arena 6,0:00:06-0:00:08,0.000146926,7.34629E-05
Trial     2,Arena 6,0:00:08-0:00:10,0.000111651,5.58257E-05
Trial     2,Arena 6,0:00:10-0:00:12,0.000068904,0.000034452
Trial     2,Arena 6,0:00:12-0:00:14,0.000075422,0.000037711
Trial     2,Arena 6,0:00:14-0:00:16,5.98676E-05,2.99338E-05
Trial     2,Arena 6,0:00:16-0:00:18,7.61353E-05,3.80677E-05
Trial     2,Arena 6,0:00:18-0:00:20,0.000208463,0.000104231
Trial     2,Arena 6,0:00:20-0:00:22,0.000148841,7.44205E-05
Trial     2,Arena 6,0:00:22-0:00:24,0.00172065,0.000860327
Trial     2,Arena 6,0:00:24-0:00:26,4.87654E-05,2.43827E-05
Trial     2,Arena 6,0:00:26-0:00:28,9.41878E-05,4.70939E-05
Trial     2,Arena 6,0:00:28-0:00:30,0.000074012,0.000037006
Trial     2,Arena 6,0:00:30-0:00:32,0.00317546,0.00158773
Trial     2,Arena 6,0:00:32-0:00:34,0.000258265,0.000129132
Trial     2,Arena 6,0:00:34-0:00:36,0.00131518,0.000657591
Trial     2,Arena 6,0:00:36-0:00:38,0.000848576,0.000424288
Trial     2,Arena 6,0:00:38-0:00:40,0.00147121,0.000735607
Trial     2,Arena 6,0:00:40-0:00:42,0.00013608,6.80402E-05
Trial     2,Arena 6,0:00:42-0:00:44,0.00281065,0.00140532
Trial     2,Arena 6,0:00:44-0:00:46,9.02024E-05,4.51012E-05
Trial     2,Arena 6,0:00:46-0:00:48,0.00150454,0.000752269
Trial     2,Arena 6,0:00:48-0:00:50,8.99532E-05,4.49766E-05
Trial     2,Arena 6,0:00:50-0:00:52,7.85406E-05,3.92703E-05
Trial     2,Arena 6,0:00:52-0:00:54,0.000158468,7.92342E-05
Trial     2,Arena 6,0:00:54-0:00:56,0.00305373,0.00152687
Trial     2,Arena 6,0:00:56-0:00:58,0.00124198,0.000620988
Trial     2,Arena 6,0:00:58-0:01:00,0.00434171,0.00217086
Trial     2,Arena 6,0:01:00-0:01:02,0.000211435,0.000105718
Trial     2,Arena 6,0:01:02-0:01:04,0.00367315,0.00183657
Trial     2,Arena 6,0:01:04-0:01:06,4.76298E-05,2.38149E-05
Trial     2,Arena 6,0:01:06-0:01:08,0.00543078,0.00271539
Trial     2,Arena 6,0:01:08-0:01:10,0.000764957,0.000382478
Trial     2,Arena 6,0:01:10-0:01:12,0.000643085,0.000321542
Trial     2,Arena 6,0:01:12-0:01:14,0.000515897,0.000257949
Trial     2,Arena 6,0:01:14-0:01:16,0.00463214,0.00231607
Trial     2,Arena 6,0:01:16-0:01:18,0.00120731,0.000603654
Trial     2,Arena 6,0:01:18-0:01:20,0.00313959,0.00156979
Trial     2,Arena 6,0:01:20-0:01:22,0.00278242,0.00139121
Trial     2,Arena 6,0:01:22-0:01:24,0.00280183,0.00140092
Trial     2,Arena 6,0:01:24-0:01:26,0.00322162,0.00161081
Trial     2,Arena 6,0:01:26-0:01:28,0.00547301,0.00273651
Trial     2,Arena 6,0:01:28-0:01:30,0.000159458,7.97292E-05
Trial     2,Arena 6,0:01:30-0:01:32,0.00119649,0.000598246
Trial     2,Arena 6,0:01:32-0:01:34,8.32252E-05,4.16126E-05
Trial     2,Arena 6,0:01:34-0:01:36,0.000984454,0.000492227
Trial     2,Arena 6,0:01:36-0:01:38,0.00277676,0.00138838
Trial     2,Arena 6,0:01:38-0:01:40,0.000214344,0.000107172
Trial     2,Arena 6,0:01:40-0:01:42,0.000471923,0.000235961
Trial     2,Arena 6,0:01:42-0:01:44,0.00163116,0.00081558
Trial     2,Arena 6,0:01:44-0:01:46,0.00136203,0.000681014
Trial     2,Arena 6,0:01:46-0:01:48,0.000553408,0.000276704
Trial     2,Arena 6,0:01:48-0:01:50,0.00282842,0.00141421
Trial     2,Arena 6,0:01:50-0:01:52,6.90445E-05,3.45222E-05
Trial     2,Arena 6,0:01:52-0:01:54,0.000385743,0.000192872
Trial     2,Arena 6,0:01:54-0:01:56,0.0028651,0.00143255
Trial     2,Arena 6,0:01:56-0:01:58,0.000358152,0.000179076
Trial     2,Arena 6,0:01:58-0:02:00,4.64438E-05,2.32219E-05
Trial     2,Arena 6,0:02:00-0:02:02,6.16387E-05,0.000123277
Trial     2,Arena 7,0:00:00-0:00:02,3.71158E-05,7.42317E-05
Trial     2,Arena 7,0:00:02-0:00:04,9.20789E-05,4.60394E-05
Trial     2,Arena 7,0:00:04-0:00:06,0.000110552,5.52758E-05
Trial     2,Arena 7,0:00:06-0:00:08,0.00158455,0.000792277
Trial     2,Arena 7,0:00:08-0:00:10,8.27128E-05,4.13564E-05
Trial     2,Arena 7,0:00:10-0:00:12,0.00176786,0.00088393
Trial     2,Arena 7,0:00:12-0:00:14,6.04328E-05,3.02164E-05
Trial     2,Arena 7,0:00:14-0:00:16,7.39027E-05,3.69514E-05
Trial     2,Arena 7,0:00:16-0:00:18,0.000128421,6.42106E-05
Trial     2,Arena 7,0:00:18-0:00:20,0.000638951,0.000319475
Trial     2,Arena 7,0:00:20-0:00:22,0.00194871,0.000974356
Trial     2,Arena 7,0:00:22-0:00:24,0.00117708,0.000588541
Trial     2,Arena 7,0:00:24-0:00:26,0.000201287,0.000100644
Trial     2,Arena 7,0:00:26-0:00:28,0.00131946,0.000659732
Trial     2,Arena 7,0:00:28-0:00:30,7.28439E-05,3.64219E-05
Trial     2,Arena 7,0:00:30-0:00:32,0.00010933,5.46649E-05
Trial     2,Arena 7,0:00:32-0:00:34,0.00184985,0.000924925
Trial     2,Arena 7,0:00:34-0:00:36,0.000152001,7.60004E-05
Trial     2,Arena 7,0:00:36-0:00:38,0.000117741,5.88704E-05
Trial     2,Arena 7,0:00:38-0:00:40,0.000133199,6.65996E-05
Trial     2,Arena 7,0:00:40-0:00:42,0.00609261,0.00304631
Trial     2,Arena 7,0:00:42-0:00:44,0.00290179,0.0014509
Trial     2,Arena 7,0:00:44-0:00:46,0.00166981,0.000834906
Trial     2,Arena 7,0:00:46-0:00:48,0.00205366,0.00102683
Trial     2,Arena 7,0:00:48-0:00:50,0.000221482,0.000110741
Trial     2,Arena 7,0:00:50-0:00:52,0.000574021,0.000287011
Trial     2,Arena 7,0:00:52-0:00:54,6.87832E-05,3.43916E-05
Trial     2,Arena 7,0:00:54-0:00:56,9.67576E-05,4.83788E-05
Trial     2,Arena 7,0:00:56-0:00:58,0.00152999,0.000764993
Trial     2,Arena 7,0:00:58-0:01:00,0.00079439,0.000397195
Trial     2,Arena 7,0:01:00-0:01:02,0.00117638,0.000588189
Trial     2,Arena 7,0:01:02-0:01:04,0.0011267,0.000563352
Trial     2,Arena 7,0:01:04-0:01:06,0.000094193,4.70965E-05
Trial     2,Arena 7,0:01:06-0:01:08,0.000497992,0.000248996
Trial     2,Arena 7,0:01:08-0:01:10,0.00093882,0.00046941
Trial     2,Arena 7,0:01:10-0:01:12,0.00226261,0.0011313
Trial     2,Arena 7,0:01:12-0:01:14,0.0014179,0.00070895
Trial     2,Arena 7,0:01:14-0:01:16,0.000811829,0.000405914
Trial     2,Arena 7,0:01:16-0:01:18,0.000058797,2.93985E-05
Trial     2,Arena 7,0:01:18-0:01:20,9.26798E-05,4.63399E-05
Trial     2,Arena 7,0:01:20-0:01:22,0.00123219,0.000616097
Trial     2,Arena 7,0:01:22-0:01:24,0.00161359,0.000806797
Trial     2,Arena 7,0:01:24-0:01:26,0.000522302,0.000261151
Trial     2,Arena 7,0:01:26-0:01:28,0.00128646,0.000643228
Trial     2,Arena 7,0:01:28-0:01:30,0.00125859,0.000629294
Trial     2,Arena 7,0:01:30-0:01:32,8.73332E-05,4.36666E-05
Trial     2,Arena 7,0:01:32-0:01:34,0.00275652,0.00137826
Trial     2,Arena 7,0:01:34-0:01:36,0.00011368,5.68402E-05
Trial     2,Arena 7,0:01:36-0:01:38,5.36886E-05,2.68443E-05
Trial     2,Arena 7,0:01:38-0:01:40,0.00064042,0.00032021
Trial     2,Arena 7,0:01:40-0:01:42,0.00184699,0.000923496
Trial     2,Arena 7,0:01:42-0:01:44,0.000123591,6.17954E-05
Trial     2,Arena 7,0:01:44-0:01:46,0.000170681,8.53403E-05
Trial     2,Arena 7,0:01:46-0:01:48,0.00155429,0.000777146
Trial     2,Arena 7,0:01:48-0:01:50,0.000209809,0.000104904
Trial     2,Arena 7,0:01:50-0:01:52,0.000277135,0.000138568
Trial     2,Arena 7,0:01:52-0:01:54,0.000186954,9.34768E-05
Trial     2,Arena 7,0:01:54-0:01:56,0.000157407,7.87034E-05
Trial     2,Arena 7,0:01:56-0:01:58,0.000492429,0.000246214
Trial     2,Arena 7,0:01:58-0:02:00,0.000129292,6.46462E-05
Trial     2,Arena 7,0:02:00-0:02:02,2.94512E-05,5.89025E-05
Trial     2,Arena 8,0:00:00-0:00:02,4.07206E-05,8.14412E-05
Trial     2,Arena 8,0:00:02-0:00:04,0.000846006,0.000423003
Trial     2,Arena 8,0:00:04-0:00:06,0.000146369,7.31843E-05
Trial     2,Arena 8,0:00:06-0:00:08,0.000774928,0.000387464
Trial     2,Arena 8,0:00:08-0:00:10,8.68684E-05,4.34342E-05
Trial     2,Arena 8,0:00:10-0:00:12,0.000195082,9.75411E-05
Trial     2,Arena 8,0:00:12-0:00:14,0.000577559,0.000288779
Trial     2,Arena 8,0:00:14-0:00:16,0.001979,0.000989499
Trial     2,Arena 8,0:00:16-0:00:18,8.90977E-05,4.45488E-05
Trial     2,Arena 8,0:00:18-0:00:20,9.84439E-05,0.000049222
Trial     2,Arena 8,0:00:20-0:00:22,0.000135748,0.000067874
Trial     2,Arena 8,0:00:22-0:00:24,0.00227614,0.00113807
Trial     2,Arena 8,0:00:24-0:00:26,0.000634618,0.000317309
Trial     2,Arena 8,0:00:26-0:00:28,0.00010384,5.19199E-05
Trial     2,Arena 8,0:00:28-0:00:30,0.000118604,5.93022E-05
Trial     2,Arena 8,0:00:30-0:00:32,0.000169386,8.46932E-05
Trial     2,Arena 8,0:00:32-0:00:34,0.000042812,0.000021406
Trial     2,Arena 8,0:00:34-0:00:36,8.86144E-05,4.43072E-05
Trial     2,Arena 8,0:00:36-0:00:38,0.00158773,0.000793864
Trial     2,Arena 8,0:00:38-0:00:40,0.00187962,0.000939812
Trial     2,Arena 8,0:00:40-0:00:42,0.00206069,0.00103035
Trial     2,Arena 8,0:00:42-0:00:44,0.00238635,0.00119318
Trial     2,Arena 8,0:00:44-0:00:46,0.000144393,7.21966E-05
Trial     2,Arena 8,0:00:46-0:00:48,0.00213521,0.00106761
Trial     2,Arena 8,0:00:48-0:00:50,0.000911298,0.000455649
Trial     2,Arena 8,0:00:50-0:00:52,0.00181777,0.000908883
Trial     2,Arena 8,0:00:52-0:00:54,0.000113205,5.66026E-05
Trial     2,Arena 8,0:00:54-0:00:56,0.00195407,0.000977033
Trial     2,Arena 8,0:00:56-0:00:58,0.000191034,9.55168E-05
Trial     2,Arena 8,0:00:58-0:01:00,0.00104095,0.000520476
Trial     2,Arena 8,0:01:00-0:01:02,0.00122566,0.000612828
Trial     2,Arena 8,0:01:02-0:01:04,0.00464131,0.00232065
Trial     2,Arena 8,0:01:04-0:01:06,0.000529662,0.000264831
Trial     2,Arena 8,0:01:06-0:01:08,0.00004147,0.000020735
Trial     2,Arena 8,0:01:08-0:01:10,0.000148936,7.44678E-05
Trial     2,Arena 8,0:01:10-0:01:12,0.00119021,0.000595106
Trial     2,Arena 8,0:01:12-0:01:14,0.000472167,0.000236084
Trial     2,Arena 8,0:01:14-0:01:16,0.000767638,0.000383819
Trial     2,Arena 8,0:01:16-0:01:18,0.000051855,2.59275E-05
Trial     2,Arena 8,0:01:18-0:01:20,0.00122403,0.000612013
Trial     2,Arena 8,0:01:20-0:01:22,7.98936E-05,3.99468E-05
Trial     2,Arena 8,0:01:22-0:01:24,0.00086047,0.000430235
Trial     2,Arena 8,0:01:24-0:01:26,7.34143E-05,3.67072E-05
Trial     2,Arena 8,0:01:26-0:01:28,0.000119821,5.99106E-05
Trial     2,Arena 8,0:01:28-0:01:30,0.000159242,7.96212E-05
Trial     2,Arena 8,0:01:30-0:01:32,0.00009291,0.000046455
Trial     2,Arena 8,0:01:32-0:01:34,0.00124831,0.000624153
Trial     2,Arena 8,0:01:34-0:01:36,0.000220989,0.000110494
Trial     2,Arena 8,0:01:36-0:01:38,0.000520643,0.000260322
Trial     2,Arena 8,0:01:38-0:01:40,0.000588722,0.000294361
Trial     2,Arena 8,0:01:40-0:01:42,0.000829131,0.000414565
Trial     2,Arena 8,0:01:42-0:01:44,0.000788053,0.000394027
Trial     2,Arena 8,0:01:44-0:01:46,0.000586366,0.000293183
Trial     2,Arena 8,0:01:46-0:01:48,0.000445859,0.000222929
Trial     2,Arena 8,0:01:48-0:01:50,0.000566602,0.000283301
Trial     2,Arena 8,0:01:50-0:01:52,0.000705232,0.000352616
Trial     2,Arena 8,0:01:52-0:01:54,0.000447778,0.000223889
Trial     2,Arena 8,0:01:54-0:01:56,0.00084555,0.000422775
Trial     2,Arena 8,0:01:56-0:01:58,0.00103298,0.000516489
Trial     2,Arena 8,0:01:58-0:02:00,0.00101198,0.000505992
Trial     2,Arena 8,0:02:00-0:02:02,5.07835E-05,0.000101567
Trial     2,Arena 9,0:00:00-0:00:02,2.89774E-05,5.79549E-05
Trial     2,Arena 9,0:00:02-0:00:04,6.44106E-05,3.22053E-05
Trial     2,Arena 9,0:00:04-0:00:06,0.00157791,0.000788955
Trial     2,Arena 9,0:00:06-0:00:08,0.000796099,0.00039805
Trial     2,Arena 9,0:00:08-0:00:10,0.000731644,0.000365822
Trial     2,Arena 9,0:00:10-0:00:12,0.000749067,0.000374534
Trial     2,Arena 9,0:00:12-0:00:14,5.15726E-05,2.57863E-05
Trial     2,Arena 9,0:00:14-0:00:16,0.00233184,0.00116592
Trial     2,Arena 9,0:00:16-0:00:18,0.00139566,0.00069783
Trial     2,Arena 9,0:00:18-0:00:20,0.000158342,7.91711E-05
Trial     2,Arena 9,0:00:20-0:00:22,0.000117473,5.87364E-05
Trial     2,Arena 9,0:00:22-0:00:24,0.00138682,0.00069341
Trial     2,Arena 9,0:00:24-0:00:26,0.000155257,7.76284E-05
Trial     2,Arena 9,0:00:26-0:00:28,0.000755546,0.000377773
Trial     2,Arena 9,0:00:28-0:00:30,0.000870412,0.000435206
Trial     2,Arena 9,0:00:30-0:00:32,0.000179318,8.96592E-05
Trial     2,Arena 9,0:00:32-0:00:34,0.000797922,0.000398961
Trial     2,Arena 9,0:00:34-0:00:36,0.00309132,0.00154566
Trial     2,Arena 9,0:00:36-0:00:38,0.00277408,0.00138704
Trial     2,Arena 9,0:00:38-0:00:40,0.00146116,0.000730579
Trial     2,Arena 9,0:00:40-0:00:42,0.00168396,0.000841982
Trial     2,Arena 9,0:00:42-0:00:44,0.00100149,0.000500745
Trial     2,Arena 9,0:00:44-0:00:46,0.00113204,0.000566018
Trial     2,Arena 9,0:00:46-0:00:48,0.000739041,0.00036952
Trial     2,Arena 9,0:00:48-0:00:50,0.000437267,0.000218633
Trial     2,Arena 9,0:00:50-0:00:52,7.97057E-05,3.98528E-05
Trial     2,Arena 9,0:00:52-0:00:54,0.00111587,0.000557937
Trial     2,Arena 9,0:00:54-0:00:56,0.00230766,0.00115383
Trial     2,Arena 9,0:00:56-0:00:58,0.00139342,0.000696712
Trial     2,Arena 9,0:00:58-0:01:00,0.000905525,0.000452762
Trial     2,Arena 9,0:01:00-0:01:02,0.000333238,0.000166619
Trial     2,Arena 9,0:01:02-0:01:04,0.000608615,0.000304307
Trial     2,Arena 9,0:01:04-0:01:06,0.00170029,0.000850144
Trial     2,Arena 9,0:01:06-0:01:08,0.00073544,0.00036772
Trial     2,Arena 9,0:01:08-0:01:10,0.000599835,0.000299917
Trial     2,Arena 9,0:01:10-0:01:12,0.00166775,0.000833873
Trial     2,Arena 9,0:01:12-0:01:14,0.00103845,0.000519226
Trial     2,Arena 9,0:01:14-0:01:16,0.00155883,0.000779417
Trial     2,Arena 9,0:01:16-0:01:18,8.90384E-05,4.45192E-05
Trial     2,Arena 9,0:01:18-0:01:20,0.0008725,0.00043625
Trial     2,Arena 9,0:01:20-0:01:22,0.000156733,7.83664E-05
Trial     2,Arena 9,0:01:22-0:01:24,0.0031608,0.0015804
Trial     2,Arena 9,0:01:24-0:01:26,0.000105312,5.26559E-05
Trial     2,Arena 9,0:01:26-0:01:28,0.000809197,0.000404598
Trial     2,Arena 9,0:01:28-0:01:30,0.00133593,0.000667966
Trial     2,Arena 9,0:01:30-0:01:32,0.000756616,0.000378308
Trial     2,Arena 9,0:01:32-0:01:34,0.000726257,0.000363129
Trial     2,Arena 9,0:01:34-0:01:36,0.00247604,0.00123802
Trial     2,Arena 9,0:01:36-0:01:38,0.00135509,0.000677543
Trial     2,Arena 9,0:01:38-0:01:40,0.00135818,0.000679089
Trial     2,Arena 9,0:01:40-0:01:42,0.00124943,0.000624713
Trial     2,Arena 9,0:01:42-0:01:44,0.00109558,0.00054779
Trial     2,Arena 9,0:01:44-0:01:46,0.00247829,0.00123915
Trial     2,Arena 9,0:01:46-0:01:48,0.000427262,0.000213631
Trial     2,Arena 9,0:01:48-0:01:50,0.000323079,0.00016154
Trial     2,Arena 9,0:01:50-0:01:52,0.00172679,0.000863397
Trial     2,Arena 9,0:01:52-0:01:54,0.000853504,0.000426752
Trial     2,Arena 9,0:01:54-0:01:56,0.00035301,0.000176505
Trial     2,Arena 9,0:01:56-0:01:58,0.000108971,5.44856E-05
Trial     2,Arena 9,0:01:58-0:02:00,0.000104564,0.000052282
Trial     2,Arena 9,0:02:00-0:02:02,0.000025333,0.000050666
Trial     2,Arena 10,0:00:00-0:00:02,6.48922E-05,0.000129784
Trial     2,Arena 10,0:00:02-0:00:04,9.61013E-05,4.80507E-05
Trial     2,Arena 10,0:00:04-0:00:06,5.23234E-05,2.61617E-05
Trial     2,Arena 10,0:00:06-0:00:08,5.34862E-05,2.67431E-05
Trial     2,Arena 10,0:00:08-0:00:10,6.80616E-05,3.40308E-05
Trial     2,Arena 10,0:00:10-0:00:12,0.000064617,3.23085E-05
Trial     2,Arena 10,0:00:12-0:00:14,0.000105714,5.28568E-05
Trial     2,Arena 10,0:00:14-0:00:16,8.46488E-05,4.23244E-05
Trial     2,Arena 10,0:00:16-0:00:18,6.03074E-05,3.01537E-05
Trial     2,Arena 10,0:00:18-0:00:20,0.000104702,5.23508E-05
Trial     2,Arena 10,0:00:20-0:00:22,0.000601677,0.000300838
Trial     2,Arena 10,0:00:22-0:00:24,0.00385098,0.00192549
Trial     2,Arena 10,0:00:24-0:00:26,0.00125192,0.000625961
Trial     2,Arena 10,0:00:26-0:00:28,0.00111299,0.000556497
Trial     2,Arena 10,0:00:28-0:00:30,7.21099E-05,3.60549E-05
Trial     2,Arena 10,0:00:30-0:00:32,0.00515585,0.00257792
Trial     2,Arena 10,0:00:32-0:00:34,5.82406E-05,2.91203E-05
Trial     2,Arena 10,0:00:34-0:00:36,0.0019786,0.000989298
